,time,open,high,low,close,volume
119,6/22/2018,100.41,100.77,99.62,100.41,38923105
120,6/25/2018,100,100.11,97.3,98.39,35433333
121,6/26/2018,98.82,100.08,98.75,99.08,26897244
122,6/27/2018,99.58,100.02,97.4,97.54,31298386
123,6/28/2018,97.38,99.11,97.26,98.63,26650671
124,6/29/2018,98.93,99.91,98.33,98.61,28053214
125,7/2/2018,98.1,100.06,98,100.01,19564521
126,7/3/2018,100.48,100.63,98.94,99.05,14670275
127,7/5/2018,99.5,99.92,99.03,99.76,18977402
128,7/6/2018,99.88,101.43,99.67,101.16,19234627
129,7/9/2018,101.65,102.25,101.25,101.85,18211980
130,7/10/2018,102,102.51,101.86,102.12,19293140
131,7/11/2018,101.15,102.34,101.1,101.98,19644648
132,7/12/2018,102.77,104.41,102.73,104.19,24335929
133,7/13/2018,104.37,105.6,104.09,105.43,24653500
134,7/16/2018,105.4,105.82,104.52,104.91,21786912
135,7/17/2018,104.61,106.5,104.32,105.95,25901726
136,7/18/2018,105.94,106.05,104.72,105.12,29493927
137,7/19/2018,104.93,105.31,103.89,104.4,40171646
138,7/20/2018,108.08,108.2,106.08,106.27,56038827
139,7/23/2018,106.3,108.14,106.13,107.97,29706955
140,7/24/2018,108.57,108.82,107.26,107.66,26316619
141,7/25/2018,107.96,111.15,107.6,110.83,30798058
142,7/26/2018,110.74,111,109.5,109.62,31372110
143,7/27/2018,110.18,110.18,106.14,107.68,37005292
144,7/30/2018,107.19,107.53,104.76,105.37,34668327
145,7/31/2018,106.49,106.72,105.38,106.08,27655152
146,8/1/2018,106.03,106.45,105.42,106.28,23628699
147,8/2/2018,105.4,108.09,104.84,107.57,26104258
148,8/3/2018,107.8,108.05,106.82,108.04,18659599
149,8/6/2018,108.12,108.42,107.56,108.13,20265947
150,8/7/2018,108.56,109.1,108.17,108.88,16080214
151,8/8/2018,109.33,109.75,108.76,109.49,15487502
152,8/9/2018,109.71,110.16,109.6,109.67,13677211
153,8/10/2018,109.42,109.69,108.38,109,18183724
154,8/13/2018,109.24,109.58,108.1,108.21,18474884
155,8/14/2018,108.56,109.75,108.04,109.56,16788314
156,8/15/2018,108.49,108.98,106.82,107.66,29982806
157,8/16/2018,108.3,108.86,107.3,107.64,21384289
158,8/17/2018,107.36,107.9,106.69,107.58,18061512
159,8/20/2018,107.51,107.9,106.48,106.87,17914201
160,8/21/2018,106.92,107.35,105.85,105.98,22881861
161,8/22/2018,105.85,107.34,105.78,107.06,18000639
162,8/23/2018,107.15,108.18,106.87,107.56,18167723
163,8/24/2018,107.67,108.56,107.56,108.4,17234020
164,8/27/2018,109.27,109.64,108.51,109.6,19662331
165,8/28/2018,109.94,110.5,109.79,110.26,19151528
166,8/29/2018,110.45,112.03,110.27,112.02,20818044
167,8/30/2018,111.67,112.61,111.44,111.95,22798702
168,8/31/2018,111.68,112.78,111.52,112.33,23222713
169,9/4/2018,110.85,111.96,110.22,111.71,22634641
170,9/5/2018,111.01,111.42,108.1,108.49,32872352
171,9/6/2018,108.25,108.99,107.51,108.74,23477624
172,9/7/2018,108.23,108.72,107.23,108.21,22498646
173,9/10/2018,108.84,109.64,108.36,109.38,20727906
174,9/11/2018,108.9,111.59,108.89,111.24,24301774
175,9/12/2018,111.43,111.85,110.51,111.71,18891064
176,9/13/2018,112.12,113.72,112.12,112.91,26055620
177,9/14/2018,113.36,113.73,112.44,113.37,19122349
178,9/17/2018,113.69,113.7,111.86,112.14,20736516
179,9/18/2018,112.19,113.7,111.72,113.21,22170934
180,9/19/2018,113.05,113.32,111.04,111.7,21728429
181,9/20/2018,112.28,113.8,111.93,113.57,23714512
182,9/21/2018,114,115.29,113.51,114.26,71229698
183,9/24/2018,113.03,114.9,112.22,114.67,27334460
184,9/25/2018,114.8,115.1,113.75,114.45,22668014
185,9/26/2018,114.47,115.06,113.74,113.98,19352025
186,9/27/2018,114.78,114.91,114.2,114.41,19091299
187,9/28/2018,114.19,114.57,113.68,114.37,21647811
188,10/1/2018,114.75,115.68,114.73,115.61,18883079
189,10/2/2018,115.3,115.84,114.44,115.15,20787239
190,10/3/2018,115.42,116.18,114.93,115.17,16648018
191,10/4/2018,114.61,114.76,111.63,112.79,34821717
192,10/5/2018,112.63,113.17,110.64,112.13,29068859
193,10/8/2018,111.66,112.03,109.34,110.85,29640588
194,10/9/2018,111.14,113.08,110.8,112.26,26198594
195,10/10/2018,111.24,111.5,105.79,106.16,61376315
196,10/11/2018,105.35,108.93,104.2,105.91,63904282
197,10/12/2018,109.01,111.24,107.12,109.57,47742109
198,10/15/2018,108.91,109.48,106.95,107.6,32068103
199,10/16/2018,109.54,111.41,108.95,111,31610164
200,10/17/2018,111.68,111.81,109.55,110.71,26548243
201,10/18/2018,110.1,110.53,107.83,108.5,32506192
202,10/19/2018,108.93,110.86,108.21,108.66,32785475
203,10/22/2018,109.32,110.54,108.24,109.63,26545607
204,10/23/2018,107.77,108.97,105.11,108.1,43770429
205,10/24/2018,108.41,108.49,101.59,102.32,63897759
206,10/25/2018,106.55,109.27,106.15,108.3,61646819
207,10/26/2018,105.69,108.75,104.76,106.96,55523104
208,10/29/2018,108.1,108.7,101.63,103.85,55162001
209,10/30/2018,103.66,104.38,100.11,103.73,65350878
210,10/31/2018,105.44,108.14,105.39,106.81,51062383
211,11/1/2018,107.05,107.32,105.53,105.92,33384201
212,11/2/2018,106.48,107.32,104.98,106.16,37680194
213,11/5/2018,106.37,107.74,105.9,107.51,27922144
214,11/6/2018,107.38,108.84,106.28,107.72,24340248
215,11/7/2018,109.44,112.24,109.4,111.96,37901704
216,11/8/2018,111.8,112.21,110.91,111.75,25644105
217,11/9/2018,110.85,111.45,108.76,109.57,32039223
218,11/12/2018,109.42,109.96,106.1,106.87,33621807
219,11/13/2018,107.55,108.74,106.64,106.94,35374583
220,11/14/2018,108.1,108.26,104.47,104.97,39495141
221,11/15/2018,104.99,107.8,103.91,107.28,38505165
222,11/16/2018,107.08,108.88,106.8,108.29,33502121
223,11/19/2018,108.27,108.56,103.55,104.62,44773899
224,11/20/2018,101.8,102.97,99.35,101.71,64052457
225,11/21/2018,103.6,104.43,102.24,103.11,28130621
226,11/23/2018,102.17,103.81,102,103.07,13823099
227,11/26/2018,104.79,106.63,104.58,106.47,32336165
228,11/27/2018,106.27,107.33,105.36,107.14,29124486
229,11/28/2018,107.89,111.33,107.86,111.12,46788461
230,11/29/2018,110.33,111.12,109.03,110.19,28123195
231,11/30/2018,110.7,110.97,109.36,110.89,33665624
232,12/3/2018,113,113.42,110.73,112.09,34732772
233,12/4/2018,111.94,112.64,108.21,108.52,45196984
234,12/6/2018,105.82,109.24,105,109.19,49107431
235,12/7/2018,108.38,109.45,104.3,104.82,45044937
236,12/10/2018,104.8,107.98,103.89,107.59,40801525
237,12/11/2018,109.8,110.95,107.44,108.59,42381947
238,12/12/2018,110.89,111.27,109.04,109.08,36183020
239,12/13/2018,109.58,110.87,108.63,109.45,31333362
240,12/14/2018,108.25,109.26,105.5,106.03,47043136
241,12/17/2018,105.41,105.8,101.71,102.89,56957314
242,12/18/2018,103.75,104.51,102.52,103.97,49319196
243,12/19/2018,103.65,106.88,101.35,103.69,68198186
244,12/20/2018,103.05,104.31,98.78,101.51,70334184
245,12/21/2018,101.63,103,97.46,98.23,111242070
246,12/24/2018,97.68,97.97,93.98,94.13,43935192
247,12/26/2018,95.14,100.69,93.96,100.56,51634793
248,12/27/2018,99.3,101.19,96.4,101.18,49498509
249,12/28/2018,102.09,102.41,99.52,100.39,38169312
250,12/31/2018,101.29,102.4,100.44,101.57,33173765
251,1/2/2019,99.55,101.75,98.94,101.12,35329345
252,1/3/2019,100.1,100.18,97.2,97.4,42578410
253,1/4/2019,99.72,102.51,98.93,101.93,44060620
254,1/7/2019,101.64,103.27,100.98,102.06,35656136
255,1/8/2019,103.04,103.97,101.71,102.8,31514415
256,1/9/2019,103.86,104.88,103.24,104.27,32280840
257,1/10/2019,103.22,103.75,102.38,103.6,30067556
258,1/11/2019,103.19,103.44,101.64,102.8,28314202
259,1/14/2019,101.9,102.87,101.26,102.05,28437079
260,1/15/2019,102.51,105.05,101.88,105.01,31587616
261,1/16/2019,105.26,106.26,104.96,105.38,29853865
262,1/17/2019,105,106.62,104.76,106.12,28393015
263,1/18/2019,107.46,107.9,105.91,107.71,37427587
264,1/22/2019,106.75,107.1,104.86,105.68,32371253
265,1/23/2019,106.12,107.04,105.34,106.71,25874294
266,1/24/2019,106.86,107,105.34,106.2,23164838
267,1/25/2019,107.24,107.88,106.59,107.17,31218193
268,1/28/2019,106.26,106.48,104.66,105.08,29476719
269,1/29/2019,104.88,104.97,102.17,102.94,31490547
270,1/30/2019,104.62,106.38,104.33,106.38,49471866
271,1/31/2019,103.8,105.22,103.18,104.43,55636391
272,2/1/2019,103.78,104.1,102.35,102.78,35535690
273,2/4/2019,102.87,105.8,102.77,105.74,31315282
274,2/5/2019,106.06,107.27,105.96,107.22,27325365
275,2/6/2019,107,107,105.53,106.03,20609759
276,2/7/2019,105.18,105.59,104.29,105.27,29760697
277,2/8/2019,104.39,105.78,104.26,105.67,21461093
278,2/11/2019,106.2,106.58,104.96,105.25,18914123
279,2/12/2019,106.14,107.14,105.48,106.89,25056595
280,2/13/2019,107.5,107.78,106.71,106.81,18394869
281,2/14/2019,106.31,107.29,105.66,106.9,21784703
282,2/15/2019,107.91,108.3,107.36,108.22,26606886
283,2/19/2019,107.79,108.66,107.78,108.17,18038460
284,2/20/2019,107.86,107.94,106.29,107.15,21607671
285,2/21/2019,106.9,109.48,106.87,109.41,29063231
286,2/22/2019,110.05,111.2,109.82,110.97,27763218
287,2/25/2019,111.76,112.18,111.26,111.59,23750599
288,2/26/2019,111.26,113.24,111.17,112.36,21536733
289,2/27/2019,111.69,112.36,110.88,112.17,21487062
290,2/28/2019,112.04,112.88,111.73,112.03,29083934
291,3/1/2019,112.89,113.02,111.66,112.53,23501169
292,3/4/2019,113.02,113.25,110.8,112.26,26608014
293,3/5/2019,112.25,112.39,111.23,111.7,19538318
294,3/6/2019,111.87,112.66,111.43,111.75,17686996
295,3/7/2019,111.4,111.55,109.86,110.39,25338954
296,3/8/2019,109.16,110.71,108.8,110.51,22818430
297,3/11/2019,110.99,112.95,110.98,112.83,26491618
298,3/12/2019,112.82,113.99,112.65,113.62,26132717
299,3/13/2019,114.13,115,113.78,114.5,35513771
300,3/14/2019,114.54,115.2,114.33,114.59,30763367
301,3/15/2019,115.34,117.25,114.59,115.91,54630661
302,3/18/2019,116.17,117.61,116.05,117.57,31207596
303,3/19/2019,118.09,118.44,116.99,117.65,37588697
304,3/20/2019,117.39,118.75,116.71,117.52,28113343
305,3/21/2019,117.14,120.82,117.09,120.22,29854446
306,3/22/2019,119.5,119.59,117.04,117.05,33624528
307,3/25/2019,116.56,118.01,116.32,117.66,27067117
308,3/26/2019,118.62,118.7,116.85,117.91,26097665
309,3/27/2019,117.88,118.21,115.52,116.77,22733427
310,3/28/2019,117.44,117.58,116.13,116.93,18334755
311,3/29/2019,118.07,118.32,116.96,117.94,25399752
312,4/1/2019,118.95,119.11,118.1,119.02,22789103
313,4/2/2019,119.06,119.48,118.52,119.19,18142297
314,4/3/2019,119.86,120.43,119.15,119.97,22860744
315,4/4/2019,120.1,120.23,118.38,119.36,20112848
316,4/5/2019,119.39,120.23,119.37,119.89,15826245
317,4/8/2019,119.81,120.02,118.64,119.93,15116186
318,4/9/2019,118.63,119.54,118.58,119.28,17611981
319,4/10/2019,119.76,120.35,119.54,120.19,16477169
320,4/11/2019,120.54,120.85,119.92,120.33,14209121
321,4/12/2019,120.64,120.98,120.37,120.95,19745143
322,4/15/2019,120.94,121.58,120.57,121.05,15792572
323,4/16/2019,121.64,121.65,120.1,120.77,14071787
324,4/17/2019,121.24,121.85,120.54,121.77,19300938
325,4/18/2019,122.19,123.52,121.3,123.37,27990998
326,4/22/2019,122.62,124,122.57,123.76,15648724
327,4/23/2019,124.1,125.58,123.83,125.44,24025521
328,4/24/2019,125.79,125.85,124.52,125.01,31256980
329,4/25/2019,130.06,131.37,128.83,129.15,38033892
330,4/26/2019,129.7,130.52,129.02,129.89,23654933
331,4/29/2019,129.9,130.18,129.35,129.77,16324183
332,4/30/2019,129.81,130.7,129.39,130.6,24166503
333,5/1/2019,130.53,130.65,127.7,127.88,26821692
334,5/2/2019,127.98,128,125.52,126.21,27350161
335,5/3/2019,127.36,129.43,127.25,128.9,24911126
336,5/6/2019,126.39,128.56,126.11,128.15,24239464
337,5/7/2019,126.46,127.18,124.22,125.52,36017661
338,5/8/2019,125.44,126.37,124.75,125.51,28418996
339,5/9/2019,124.29,125.79,123.57,125.5,27235835
340,5/10/2019,124.91,127.93,123.82,127.13,30915084
341,5/13/2019,124.11,125.55,123.04,123.35,33944923
342,5/14/2019,123.87,125.88,123.7,124.73,25266315
343,5/15/2019,124.26,126.71,123.7,126.02,24722708
344,5/16/2019,126.75,129.38,126.46,128.93,30112216
345,5/17/2019,128.3,130.46,127.92,128.07,25770539
346,5/20/2019,126.52,127.59,125.76,126.22,23706934
347,5/21/2019,127.43,127.53,126.58,126.9,15293260
348,5/22/2019,126.62,128.24,126.52,127.67,15396485
349,5/23/2019,126.2,126.29,124.74,126.18,23603810
350,5/24/2019,126.91,127.42,125.97,126.24,14123358
351,5/28/2019,126.98,128,126.05,126.16,23128359
352,5/29/2019,125.38,125.39,124.04,124.94,22763140
353,5/30/2019,125.26,125.76,124.78,125.73,16829613
354,5/31/2019,124.23,124.62,123.32,123.68,26646769
355,6/3/2019,123.85,124.37,119.01,119.84,37983637
356,6/4/2019,121.28,123.28,120.65,123.16,29382642
357,6/5/2019,124.95,125.87,124.21,125.83,24926140
358,6/6/2019,126.44,127.97,125.6,127.82,21458961
359,6/7/2019,129.19,132.25,128.26,131.4,33885588
360,6/10/2019,132.4,134.08,132,132.6,26477098
361,6/11/2019,133.88,134.24,131.28,132.1,23913731
362,6/12/2019,131.4,131.97,130.71,131.49,17092464
363,6/13/2019,131.98,132.67,131.56,132.32,17200848
364,6/14/2019,132.26,133.79,131.64,132.45,17821703
365,6/17/2019,132.63,133.73,132.53,132.85,14517785
366,6/18/2019,134.19,135.24,133.57,135.16,25934458
367,6/19/2019,135,135.93,133.81,135.69,23744441
368,6/20/2019,137.45,137.66,135.72,136.95,33042592
369,6/21/2019,136.58,137.73,136.46,136.97,36727892
370,6/24/2019,137,138.4,137,137.78,20628841
371,6/25/2019,137.25,137.59,132.73,133.43,33327420
372,6/26/2019,134.35,135.74,133.6,133.93,23657745
373,6/27/2019,134.14,134.71,133.51,134.15,16557482
374,6/28/2019,134.57,134.6,133.16,133.96,30042969
375,7/1/2019,136.63,136.7,134.97,135.68,22654160
376,7/2/2019,136.12,136.59,135.34,136.58,15237843
377,7/3/2019,136.8,137.74,136.29,137.46,13629296
378,7/5/2019,135.94,137.33,135.72,137.06,18141140
379,7/8/2019,136.4,137.1,135.37,136.96,16779748
380,7/9/2019,136,136.97,135.8,136.46,19953097
381,7/10/2019,137.13,138.58,137.02,137.85,24204362
382,7/11/2019,138.2,139.22,137.87,138.4,22327942
383,7/12/2019,138.85,139.13,138.01,138.9,18936832
384,7/15/2019,139.44,139.54,138.46,138.9,16651457
385,7/16/2019,138.96,139.05,136.52,137.08,22726128
386,7/17/2019,137.7,137.93,136.22,136.27,20210956
387,7/18/2019,135.55,136.62,134.67,136.42,30808707
388,7/19/2019,140.22,140.67,136.45,136.62,48992364
389,7/22/2019,137.41,139.19,137.33,138.43,25080760
390,7/23/2019,139.76,139.99,138.03,139.29,18034589
391,7/24/2019,138.9,140.74,138.85,140.72,20738275
392,7/25/2019,140.43,140.61,139.32,140.19,18356883
393,7/26/2019,140.37,141.68,140.3,141.34,19037600
394,7/29/2019,141.5,141.51,139.37,141.03,16605870
395,7/30/2019,140.14,141.22,139.8,140.35,16846528
396,7/31/2019,140.33,140.49,135.08,136.27,38598786
397,8/1/2019,137,140.94,136.93,138.06,40557502
398,8/2/2019,138.09,138.32,135.26,136.9,30791624
399,8/5/2019,133.3,133.93,130.78,132.21,42749551
400,8/6/2019,133.8,135.68,133.21,134.69,32696651
401,8/7/2019,133.79,135.65,131.83,135.28,33414539
402,8/8/2019,136.6,138.99,135.93,138.89,27496508
403,8/9/2019,138.61,139.38,136.46,137.71,23466701
404,8/12/2019,137.07,137.86,135.24,135.79,20484348
405,8/13/2019,136.05,138.8,135,138.6,25496593
406,8/14/2019,136.36,136.92,133.67,133.98,32527251
407,8/15/2019,134.39,134.58,132.25,133.68,28125416
408,8/16/2019,134.88,136.46,134.72,136.13,25026151
409,8/19/2019,137.85,138.55,136.88,138.41,24370543
410,8/20/2019,138.21,138.71,137.24,137.26,21188998
411,8/21/2019,138.55,139.49,138,138.79,14982314
412,8/22/2019,138.66,139.2,136.29,137.78,18709662
413,8/23/2019,137.19,138.35,132.8,133.39,38515386
414,8/26/2019,134.99,135.56,133.9,135.45,20325271
415,8/27/2019,136.39,136.72,134.66,135.74,23115635
416,8/28/2019,134.88,135.76,133.55,135.56,17410828
417,8/29/2019,137.25,138.44,136.91,138.12,20179716
418,8/30/2019,139.15,139.18,136.27,137.86,23946123
419,9/3/2019,136.61,137.2,135.7,136.04,18880773
420,9/4/2019,137.3,137.69,136.48,137.63,18015310
421,9/5/2019,139.11,140.38,138.76,140.05,26119520
422,9/6/2019,140.03,140.18,138.2,139.1,20824504
423,9/9/2019,139.59,139.75,136.46,137.52,25773932
424,9/10/2019,136.8,136.89,134.51,136.08,28903378
425,9/11/2019,135.91,136.27,135.09,136.12,24726117
426,9/12/2019,137.85,138.42,136.87,137.52,27009981
427,9/13/2019,137.78,138.06,136.57,137.32,23363057
428,9/16/2019,135.83,136.7,135.66,136.33,16731440
429,9/17/2019,136.96,137.52,136.43,137.39,17976285
430,9/18/2019,137.36,138.67,136.53,138.52,24473386
431,9/19/2019,140.3,142.37,140.07,141.07,36095413
432,9/20/2019,141.01,141.65,138.25,139.44,40040766
433,9/23/2019,139.23,139.63,138.44,139.14,17408374
434,9/24/2019,140.36,140.69,136.88,137.38,30016670
435,9/25/2019,137.5,139.96,136.03,139.36,22544054
436,9/26/2019,139.44,140.18,138.44,139.54,17813512
437,9/27/2019,140.15,140.36,136.65,137.73,22498958
438,9/30/2019,138.05,139.22,137.78,139.03,18430390
439,10/1/2019,139.66,140.25,137,137.07,22581929
440,10/2/2019,136.25,136.37,133.58,134.65,32001763
441,10/3/2019,134.95,136.75,133.22,136.28,26379798
442,10/4/2019,136.75,138.25,136.42,138.12,23839548
443,10/7/2019,137.14,138.18,137.02,137.12,16601284
444,10/8/2019,137.08,137.76,135.62,135.67,26783336
445,10/9/2019,137.46,138.7,136.97,138.24,20178482
446,10/10/2019,138.49,139.67,138.25,139.1,18396605
447,10/11/2019,140.12,141.03,139.5,139.68,25551065
448,10/14/2019,139.69,140.29,139.52,139.55,13591639
449,10/15/2019,140.06,141.79,139.81,141.57,19917762
450,10/16/2019,140.79,140.99,139.53,140.41,20841687
451,10/17/2019,140.95,141.42,139.02,139.69,22102797
452,10/18/2019,139.76,140,136.56,137.41,32284428
453,10/21/2019,138.45,138.5,137.01,138.43,20716039
454,10/22/2019,138.97,140.01,136.26,136.37,27935270
455,10/23/2019,136.88,137.45,135.61,137.24,31380309
456,10/24/2019,139.39,140.42,138.67,139.94,37278399
457,10/25/2019,139.34,141.14,139.2,140.73,25959724
458,10/28/2019,144.4,145.67,143.51,144.19,35280137
459,10/29/2019,144.08,144.5,142.65,142.83,20589469
460,10/30/2019,143.52,145,142.79,144.61,18496591
461,10/31/2019,144.9,144.93,142.99,143.37,24605135
462,11/1/2019,144.26,144.42,142.96,143.72,33128366
463,11/4/2019,144.83,145,144.16,144.55,16911999
464,11/5/2019,144.97,145.02,143.9,144.46,18250172
465,11/6/2019,144.37,144.52,143.2,144.06,16575798
466,11/7/2019,143.84,144.88,143.77,144.26,17786715
467,11/8/2019,143.98,145.99,143.76,145.96,16752939
468,11/11/2019,145.34,146.42,144.73,146.11,14370178
469,11/12/2019,146.28,147.57,146.06,147.07,18648712
470,11/13/2019,146.74,147.46,146.28,147.31,17444230
471,11/14/2019,147.02,148.41,147,148.06,19755100
472,11/15/2019,148.93,149.99,148.27,149.97,23508807
473,11/18/2019,150.07,150.55,148.98,150.34,21554762
474,11/19/2019,150.88,151.33,150.2,150.39,23960164
475,11/20/2019,150.31,150.84,148.46,149.62,25720060
476,11/21/2019,149.4,149.8,148.5,149.48,18576083
477,11/22/2019,150.07,150.3,148.82,149.59,15841680
478,11/25/2019,150,151.35,149.92,151.23,22428585
479,11/26/2019,151.36,152.42,151.32,152.03,24635100
480,11/27/2019,152.33,152.5,151.52,152.32,15201293
481,11/29/2019,152.1,152.3,151.28,151.38,11977300
482,12/2/2019,151.81,151.83,148.32,149.55,27473616
483,12/3/2019,147.49,149.43,146.65,149.31,25192145
484,12/4/2019,150.14,150.18,149.2,149.85,17580617
